Seq,DOY,DATE,HOUR,AMF_FC_OLD,FCH4_nmol_OLD,AMF_FCH4_OLD,AMF_FC,FCH4_nmol,AMF_FCH4
50400,274,9/30/2020,24,0.245095,157.8415,0.1578415,0.245095,157.8415,0.1578415
50401,274.042,10/1/2020,1,1.6939,158.705,0.158705,1.6939,158.705,0.158705
50402,274.083,10/1/2020,2,0.870305,122.08,0.12208,0.870305,122.08,0.12208
50403,274.125,10/1/2020,3,1.21315,111.2865,0.1112865,1.21315,111.2865,0.1112865
50404,274.167,10/1/2020,4,0.422665,114.0185,0.1140185,0.422665,114.0185,0.1140185
50405,274.208,10/1/2020,5,0.866165,127.61,0.12761,0.866165,127.61,0.12761
50406,274.25,10/1/2020,6,0.339885,126.82,0.12682,0.53221,75.585,0.075585
50407,274.292,10/1/2020,7,0.252402,120.1,0.1201,0.252402,120.1,0.1201
50408,274.333,10/1/2020,8,-0.405825,136.705,0.136705,-0.405825,136.705,0.136705
50409,274.375,10/1/2020,9,-1.38605,158.85,0.15885,-1.38605,158.85,0.15885
50410,274.417,10/1/2020,10,-2.1696,87.6525,0.0876525,-2.1696,87.6525,0.0876525
50411,274.458,10/1/2020,11,,,,-1.17878,77.6935,0.0776935
50412,274.5,10/1/2020,12,,,,-0.835655,54.597,0.054597
50413,274.542,10/1/2020,13,,,,-6.30665,960.6,0.9606
50414,274.583,10/1/2020,14,,,,-10.991,1213.35,1.21335
50415,274.625,10/1/2020,15,,,,-10.37565,1227.6,1.2276
50416,274.667,10/1/2020,16,,,,-10.49835,1211.9,1.2119
50417,274.708,10/1/2020,17,,,,-3.893,150.053,0.150053
50418,274.75,10/1/2020,18,,,,-12.1455,125.343,0.125343
50419,274.792,10/1/2020,19,,,,-9.12125,108.4825,0.1084825
50420,274.833,10/1/2020,20,,,,-9.92235,76.0965,0.0760965
50421,274.875,10/1/2020,21,,,,-8.2891,88.2585,0.0882585
50422,274.917,10/1/2020,22,,,,-9.1612,96.509,0.096509
50423,274.958,10/1/2020,23,,,,-4.0444,91.9185,0.0919185
50424,275,10/1/2020,24,,,,-0.87768,89.0265,0.0890265
50425,275.042,10/2/2020,1,,,,-1.821485,97.8095,0.0978095
50426,275.083,10/2/2020,2,,,,-2.2834,98.1955,0.0981955
50427,275.125,10/2/2020,3,,,,-4.55995,96.351,0.096351
50428,275.167,10/2/2020,4,,,,-1.813335,40.448,0.040448
50429,275.208,10/2/2020,5,,,,-5.6187,108.8495,0.1088495
50430,275.25,10/2/2020,6,,,,-4.2601,67.5985,0.0675985
50431,275.292,10/2/2020,7,,,,-1.8911915,91.155,0.091155
50432,275.333,10/2/2020,8,,,,-2.51435,26.66225,0.02666225
50433,275.375,10/2/2020,9,,,,-0.964315,41.3355,0.0413355
50434,275.417,10/2/2020,10,,,,-0.94441,46.3845,0.0463845
50435,275.458,10/2/2020,11,,,,-0.87838,57.986,0.057986
50436,275.5,10/2/2020,12,,,,-0.507575,127.353,0.127353
50437,275.542,10/2/2020,13,,,,-0.59833,236.46,0.23646
50438,275.583,10/2/2020,14,,,,-0.752635,236.36,0.23636
50439,275.625,10/2/2020,15,,,,-2.23305,208.99,0.20899
50440,275.667,10/2/2020,16,,,,-4.433,281.885,0.281885
50441,275.708,10/2/2020,17,,,,-0.17343,142.685,0.142685
50442,275.75,10/2/2020,18,,,,-2.42105,146.4455,0.1464455
50443,275.792,10/2/2020,19,,,,-7.92675,141.0025,0.1410025
50444,275.833,10/2/2020,20,,,,-9.0228,97.6275,0.0976275
50445,275.875,10/2/2020,21,,,,-7.5732,74.543,0.074543
50446,275.917,10/2/2020,22,,,,-8.5276,50.2745,0.0502745
50447,275.958,10/2/2020,23,,,,-6.1078,47.9395,0.0479395
50448,276,10/2/2020,24,,,,-1.58255,58.363,0.058363
50449,276.042,10/3/2020,1,,,,-1.1382825,67.9465,0.0679465
50450,276.083,10/3/2020,2,,,,-1.556855,47.328,0.047328
50451,276.125,10/3/2020,3,,,,-3.7561,34.9085,0.0349085
50452,276.167,10/3/2020,4,,,,-4.55205,12.93915,0.01293915
50453,276.208,10/3/2020,5,,,,-8.75725,21.361,0.021361
50454,276.25,10/3/2020,6,,,,-7.11405,10.26425,0.01026425
50455,276.292,10/3/2020,7,,,,-2.325445,30.2205,0.0302205
50456,276.333,10/3/2020,8,,,,-1.76795,30.0045,0.0300045
50457,276.375,10/3/2020,9,,,,-0.0839325,35.983,0.035983
50458,276.417,10/3/2020,10,,,,-0.75094,50.0555,0.0500555
50459,276.458,10/3/2020,11,,,,-2.2517,79.45,0.07945
50460,276.5,10/3/2020,12,,,,-3.12235,71.928,0.071928
50461,276.542,10/3/2020,13,,,,-3.2147,124.72,0.12472
50462,276.583,10/3/2020,14,,,,-2.65505,375.255,0.375255
50463,276.625,10/3/2020,15,,,,-1.69443,607.93,0.60793
50464,276.667,10/3/2020,16,,,,-4.1722,592.845,0.592845
50465,276.708,10/3/2020,17,,,,-0.332915,64.5705,0.0645705
50466,276.75,10/3/2020,18,,,,-3.63745,55.237,0.055237
50467,276.792,10/3/2020,19,,,,-9.03825,103.624,0.103624
50468,276.833,10/3/2020,20,,,,-9.11485,118.575,0.118575
50469,276.875,10/3/2020,21,,,,-3.92425,110.725,0.110725
50470,276.917,10/3/2020,22,,,,-3.3338,129.71,0.12971
50471,276.958,10/3/2020,23,,,,-3.96495,114.5825,0.1145825
50472,277,10/3/2020,24,,,,-0.562235,115.225,0.115225
50473,277.042,10/4/2020,1,,,,-0.172785,125.01,0.12501
50474,277.083,10/4/2020,2,,,,-0.437459,126.43,0.12643
50475,277.125,10/4/2020,3,,,,0.095035,126.53,0.12653
50476,277.167,10/4/2020,4,,,,-0.45033,76.9945,0.0769945
50477,277.208,10/4/2020,5,,,,-6.77845,114.2,0.1142
50478,277.25,10/4/2020,6,,,,-5.3444,95.192,0.095192
50479,277.292,10/4/2020,7,,,,-2.134735,34.3115,0.0343115
50480,277.333,10/4/2020,8,,,,-1.5064,33.4205,0.0334205
50481,277.375,10/4/2020,9,,,,-1.33615,44.697,0.044697
50482,277.417,10/4/2020,10,,,,-0.746575,63.4525,0.0634525
50483,277.458,10/4/2020,11,,,,-1.98715,84.8755,0.0848755
50484,277.5,10/4/2020,12,,,,-8.3072,64.565,0.064565
50485,277.542,10/4/2020,13,,,,-12.144,46.5455,0.0465455
50486,277.583,10/4/2020,14,,,,-12.015,58.217,0.058217
50487,277.625,10/4/2020,15,,,,-10.455,84.503,0.084503
50488,277.667,10/4/2020,16,,,,-12.9405,183.19,0.18319
50489,277.708,10/4/2020,17,,,,-3.535,68.305,0.068305
50490,277.75,10/4/2020,18,,,,-8.7014,103.082,0.103082
50491,277.792,10/4/2020,19,,,,-7.48025,67.7755,0.0677755
50492,277.833,10/4/2020,20,,,,-9.37775,67.019,0.067019
50493,277.875,10/4/2020,21,,,,-4.88315,68.038,0.068038
50494,277.917,10/4/2020,22,,,,-5.39705,88.245,0.088245
50495,277.958,10/4/2020,23,,,,-1.56515,81.8115,0.0818115
50496,278,10/4/2020,24,,,,-1.270735,119.625,0.119625
50497,278.042,10/5/2020,1,,,,-1.4682,111.385,0.111385
50498,278.083,10/5/2020,2,,,,-2.35949,79.326,0.079326
50499,278.125,10/5/2020,3,,,,-1.1515,75.69,0.07569
50500,278.167,10/5/2020,4,,,,-0.376625,43.4459,0.0434459
50501,278.208,10/5/2020,5,,,,-8.399,39.265,0.039265
50502,278.25,10/5/2020,6,,,,-9.40105,25.547,0.025547
50503,278.292,10/5/2020,7,,,,-6.89165,24.2805,0.0242805
50504,278.333,10/5/2020,8,,,,-8.27015,33.879,0.033879
50505,278.375,10/5/2020,9,,,,-0.66142,33.891,0.033891
50506,278.417,10/5/2020,10,,,,-0.1355,26.816,0.026816
50507,278.458,10/5/2020,11,,,,-0.87275,51.5595,0.0515595
50508,278.5,10/5/2020,12,,,,-4.33485,73.762,0.073762
50509,278.542,10/5/2020,13,,,,-6.5769,75.472,0.075472
50510,278.583,10/5/2020,14,,,,-6.6172,82.3205,0.0823205
50511,278.625,10/5/2020,15,,,,-6.46625,85.7245,0.0857245
50512,278.667,10/5/2020,16,,,,-4.5666,113.515,0.113515
50513,278.708,10/5/2020,17,,,,-0.65025,46.8015,0.0468015
50514,278.75,10/5/2020,18,,,,-0.7123525,34.079,0.034079
50515,278.792,10/5/2020,19,,,,-6.4129,77.604,0.077604
50516,278.833,10/5/2020,20,,,,-8.00895,33.57,0.03357
50517,278.875,10/5/2020,21,,,,-4.00535,-0.49535,-0.00049535
50518,278.917,10/5/2020,22,,,,-2.92015,69.282,0.069282
50519,278.958,10/5/2020,23,,,,-3.858,103.9955,0.1039955
50520,279,10/5/2020,24,,,,-1.81755,78.8335,0.0788335
50521,279.042,10/6/2020,1,,,,-0.2765238,95.384,0.095384
50522,279.083,10/6/2020,2,,,,-1.2193,97.7525,0.0977525
50523,279.125,10/6/2020,3,,,,0.0616605,83.8105,0.0838105
50524,279.167,10/6/2020,4,,,,0.36012,7.1365,0.0071365
50525,279.208,10/6/2020,5,,,,-3.79712,91.544,0.091544
50526,279.25,10/6/2020,6,,,,-9.12125,100.6085,0.1006085
50527,279.292,10/6/2020,7,,,,-3.91618,51.055,0.051055
50528,279.333,10/6/2020,8,,,,-3.47895,38.4445,0.0384445
50529,279.375,10/6/2020,9,,,,-0.3921,51.694,0.051694
50530,279.417,10/6/2020,10,,,,-2.31565,80.158,0.080158
50531,279.458,10/6/2020,11,,,,-1.9522,66.581,0.066581
50532,279.5,10/6/2020,12,,,,-6.01385,76.9305,0.0769305
50533,279.542,10/6/2020,13,,,,-0.94986,81.7895,0.0817895
50534,279.583,10/6/2020,14,,,,-0.269445,51.792,0.051792
50535,279.625,10/6/2020,15,,,,0.214695,83.965,0.083965
50536,279.667,10/6/2020,16,,,,0.41648,75.312,0.075312
50537,279.708,10/6/2020,17,,,,0.390065,49.8635,0.0498635
50538,279.75,10/6/2020,18,,,,-0.37824,78.7985,0.0787985
50539,279.792,10/6/2020,19,,,,0.197465,83.1075,0.0831075
50540,279.833,10/6/2020,20,,,,0.820775,118.21,0.11821
50541,279.875,10/6/2020,21,,,,1.02485,52.9775,0.0529775
50542,279.917,10/6/2020,22,,,,1.13215,75.369,0.075369
50543,279.958,10/6/2020,23,,,,1.12305,124.96,0.12496
50544,280,10/6/2020,24,,,,1.05206,133.935,0.133935
50545,280.042,10/7/2020,1,,,,1.5125,113.14,0.11314
50546,280.083,10/7/2020,2,,,,1.3509,105.04,0.10504
50547,280.125,10/7/2020,3,,,,1.1264,64.658,0.064658
50548,280.167,10/7/2020,4,,,,1.00336,-32.9515,-0.0329515
50549,280.208,10/7/2020,5,,,,0.8705,73.0555,0.0730555
50550,280.25,10/7/2020,6,-0.899775,,,-0.899775,123.415,0.123415
50551,280.292,10/7/2020,7,-0.971865,,,-0.971865,85.894,0.085894
50552,280.333,10/7/2020,8,-1.7606,,,-1.64685,41.841,0.041841
50553,280.375,10/7/2020,9,-1.818,88.2655,0.0882655,-1.818,88.2655,0.0882655
50554,280.417,10/7/2020,10,-0.09305,77.3595,0.0773595,-1.31555,77.3595,0.0773595
50555,280.458,10/7/2020,11,-1.0562,59.96,0.05996,-0.784265,48.859,0.048859
50556,280.5,10/7/2020,12,-0.860905,68.353,0.068353,-0.860905,68.353,0.068353
50557,280.542,10/7/2020,13,-0.02856,68.6415,0.0686415,-0.02856,68.6415,0.0686415
50558,280.583,10/7/2020,14,0.773935,57.8985,0.0578985,0.773935,57.8985,0.0578985
50559,280.625,10/7/2020,15,1.2831,54.219,0.054219,1.2831,54.219,0.054219
50560,280.667,10/7/2020,16,1.24595,64.427,0.064427,1.24595,64.427,0.064427
50561,280.708,10/7/2020,17,0.92237,28.3854,0.0283854,-1.27925,28.3854,0.0283854
50562,280.75,10/7/2020,18,,,,-0.97128,50.518,0.050518
50563,280.792,10/7/2020,19,,,,-0.29107,126.066,0.126066
50564,280.833,10/7/2020,20,,,,1.2206,63.606,0.063606
50565,280.875,10/7/2020,21,,,,1.18905,1.25045,0.00125045
50566,280.917,10/7/2020,22,,,,1.1282,49.5095,0.0495095
50567,280.958,10/7/2020,23,,,,0.80143,122.014,0.122014
50568,281,10/7/2020,24,,,,1.02379,176.235,0.176235
50569,281.042,10/8/2020,1,0.68024,83.5825,0.0835825,0.68024,83.5825,0.0835825
50570,281.083,10/8/2020,2,1.15345,103.123,0.103123,1.15345,103.123,0.103123
50571,281.125,10/8/2020,3,-3.0579,,,0.898,94.017,0.094017
50572,281.167,10/8/2020,4,,,,0.08285,-35.9275,-0.0359275
50573,281.208,10/8/2020,5,,,,0.01149,-5.9435,-0.0059435
50574,281.25,10/8/2020,6,,,,0.0154325,-27.5035,-0.0275035
50575,281.292,10/8/2020,7,,,,0.1104015,-29.4265,-0.0294265
50576,281.333,10/8/2020,8,,,,-1.4959,217.98,0.21798
50577,281.375,10/8/2020,9,-1.1194,,,-2.36435,153.2,0.1532
50578,281.417,10/8/2020,10,-3.8452,,,-3.321,155.2,0.1552
50579,281.458,10/8/2020,11,-0.1228,,,-4.09625,176.2395,0.1762395
50580,281.5,10/8/2020,12,-1.28802,89.537,0.089537,-1.28802,89.537,0.089537
50581,281.542,10/8/2020,13,,,,-4.5339,102.725,0.102725
50582,281.583,10/8/2020,14,-2.2228,,,-4.2016,285.05,0.28505
50583,281.625,10/8/2020,15,-2.6224,,,-2.77475,143.74,0.14374
50584,281.667,10/8/2020,16,-3.9968,35.021,0.035021,-4.1814,56.123,0.056123
50585,281.708,10/8/2020,17,-2.6864,129.49,0.12949,-2.29745,101.563,0.101563
50586,281.75,10/8/2020,18,-3.0764,,,-1.37285,146.4805,0.1464805
50587,281.792,10/8/2020,19,,,,1.340875,133.688,0.133688
50588,281.833,10/8/2020,20,,,,0.778605,-14.606,-0.014606
50589,281.875,10/8/2020,21,,,,0.83308,-22.4295,-0.0224295
50590,281.917,10/8/2020,22,,,,0.79888,-3.195,-0.003195
50591,281.958,10/8/2020,23,,,,0.960205,-6.44835,-0.00644835
50592,282,10/8/2020,24,-9.7031,,,0.85221,61.68,0.06168
50593,282.042,10/9/2020,1,,,,0.693005,131.8365,0.1318365
50594,282.083,10/9/2020,2,,,,0.745505,50.414,0.050414
50595,282.125,10/9/2020,3,,,,0.603485,-17.982,-0.017982
50596,282.167,10/9/2020,4,,,,0.418185,-20.41555,-0.02041555
50597,282.208,10/9/2020,5,,,,-0.084474,-67.433,-0.067433
50598,282.25,10/9/2020,6,-5.6163,,,0.07852,-19.0005,-0.0190005
50599,282.292,10/9/2020,7,-10.349,,,0.1778,-1.336,-0.001336
50600,282.333,10/9/2020,8,,,,-1.61335,26.903,0.026903
50601,282.375,10/9/2020,9,,,,-2.474,321.24,0.32124
50602,282.417,10/9/2020,10,2.2431,,,-2.4041,94.242,0.094242
50603,282.458,10/9/2020,11,-1.221425,192.04,0.19204,-1.221425,192.04,0.19204
50604,282.5,10/9/2020,12,-2.6614,180.015,0.180015,-2.6614,180.015,0.180015
50605,282.542,10/9/2020,13,-1.70434,155.665,0.155665,-1.70434,155.665,0.155665
50606,282.583,10/9/2020,14,-0.75052,171.575,0.171575,-0.75052,171.575,0.171575
50607,282.625,10/9/2020,15,-2.2069,210.185,0.210185,-2.2069,210.185,0.210185
50608,282.667,10/9/2020,16,-1.4837,190.17,0.19017,-1.4837,190.17,0.19017
50609,282.708,10/9/2020,17,-0.74729,176.055,0.176055,-0.74729,176.055,0.176055
50610,282.75,10/9/2020,18,0.32873,194.29,0.19429,0.32873,194.29,0.19429
50611,282.792,10/9/2020,19,1.31615,209.45,0.20945,1.31615,209.45,0.20945
50612,282.833,10/9/2020,20,0.92414,199.75,0.19975,0.92414,199.75,0.19975
50613,282.875,10/9/2020,21,1.21795,220.44,0.22044,1.21795,220.44,0.22044
50614,282.917,10/9/2020,22,0.84809,222.3,0.2223,0.84809,222.3,0.2223
50615,282.958,10/9/2020,23,1.6063,190.915,0.190915,1.6063,190.915,0.190915
50616,283,10/9/2020,24,0.50802,223.04,0.22304,0.50802,223.04,0.22304
50617,283.042,10/10/2020,1,-0.11087,178.27,0.17827,-0.11087,178.27,0.17827
50618,283.083,10/10/2020,2,-0.029185,163.84,0.16384,-0.029185,163.84,0.16384
50619,283.125,10/10/2020,3,-0.195915,146.09,0.14609,-0.195915,146.09,0.14609
50620,283.167,10/10/2020,4,0.745925,134.425,0.134425,0.745925,134.425,0.134425
50621,283.208,10/10/2020,5,0.571105,142.12,0.14212,0.571105,142.12,0.14212
50622,283.25,10/10/2020,6,0.151905,140.34,0.14034,0.151905,140.34,0.14034
50623,283.292,10/10/2020,7,3.54194,23.055,0.023055,0.741865,23.055,0.023055
50624,283.333,10/10/2020,8,0.010105,114.605,0.114605,0.010105,114.605,0.114605
50625,283.375,10/10/2020,9,-0.306118,127.415,0.127415,-0.306118,127.415,0.127415
50626,283.417,10/10/2020,10,-2.3109,131.465,0.131465,-2.3109,131.465,0.131465
50627,283.458,10/10/2020,11,-0.313945,144.15,0.14415,-0.313945,144.15,0.14415
50628,283.5,10/10/2020,12,-0.9141485,139.725,0.139725,-0.9141485,139.725,0.139725
50629,283.542,10/10/2020,13,0.553015,171.005,0.171005,-3.70835,171.005,0.171005
50630,283.583,10/10/2020,14,-1.1233,122.09,0.12209,-2.73945,122.09,0.12209
50631,283.625,10/10/2020,15,-1.70275,172.865,0.172865,-1.70275,172.865,0.172865
50632,283.667,10/10/2020,16,-0.845405,146.6,0.1466,-0.845405,146.6,0.1466
50633,283.708,10/10/2020,17,-0.39032,111.205,0.111205,-0.39032,111.205,0.111205
50634,283.75,10/10/2020,18,0.392065,,,-1.7467,92.336,0.092336
50635,283.792,10/10/2020,19,4.4465,73.851,0.073851,3.295,108.4205,0.1084205
50636,283.833,10/10/2020,20,7.7539,,,1.44625,230.23,0.23023
50637,283.875,10/10/2020,21,,,,-2.6589,142.5875,0.1425875
50638,283.917,10/10/2020,22,3.3274,372.79,0.37279,-0.11375,372.79,0.37279
50639,283.958,10/10/2020,23,-0.011192,122.68,0.12268,-0.011192,122.68,0.12268
50640,284,10/10/2020,24,0.889405,282.27,0.28227,0.889405,282.27,0.28227
50641,284.042,10/11/2020,1,0.19205,310.44,0.31044,0.19205,310.44,0.31044
50642,284.083,10/11/2020,2,0.55551,209.595,0.209595,0.55551,209.595,0.209595
50643,284.125,10/11/2020,3,0.547895,136.31,0.13631,0.547895,136.31,0.13631
50644,284.167,10/11/2020,4,0.79735,152.13,0.15213,0.79735,152.13,0.15213
50645,284.208,10/11/2020,5,0.19113,143.25,0.14325,0.616765,106.255,0.106255
50646,284.25,10/11/2020,6,,,,1.01725,64.8735,0.0648735
50647,284.292,10/11/2020,7,2.0975,165.33,0.16533,1.514915,142.665,0.142665
50648,284.333,10/11/2020,8,1.182725,140.16,0.14016,-1.999,77.4845,0.0774845
50649,284.375,10/11/2020,9,-0.437285,98.0235,0.0980235,-0.437285,98.0235,0.0980235
50650,284.417,10/11/2020,10,-1.49745,145.345,0.145345,-1.49745,145.345,0.145345
50651,284.458,10/11/2020,11,-2.6586,184.86,0.18486,-2.6586,184.86,0.18486
50652,284.5,10/11/2020,12,-3.30645,183.345,0.183345,-3.30645,183.345,0.183345
50653,284.542,10/11/2020,13,-3.33585,189.12,0.18912,-3.33585,189.12,0.18912
50654,284.583,10/11/2020,14,-3.8909,209.715,0.209715,-3.8909,209.715,0.209715
50655,284.625,10/11/2020,15,-1.4545685,168.675,0.168675,-4.67265,168.675,0.168675
50656,284.667,10/11/2020,16,-0.42996,241.425,0.241425,-2.98322,241.425,0.241425
50657,284.708,10/11/2020,17,-0.617325,165.51,0.16551,-2.404665,165.51,0.16551
50658,284.75,10/11/2020,18,-0.148515,97.845,0.097845,-0.148515,97.845,0.097845
50659,284.792,10/11/2020,19,-0.14284,176.96,0.17696,-0.14284,176.96,0.17696
50660,284.833,10/11/2020,20,1.263025,278.34,0.27834,1.263025,278.34,0.27834
50661,284.875,10/11/2020,21,0.342065,257.89,0.25789,0.342065,257.89,0.25789
50662,284.917,10/11/2020,22,1.55134,224.1,0.2241,1.55134,224.1,0.2241
50663,284.958,10/11/2020,23,-0.12998,197.73,0.19773,0.55861,154.19,0.15419
50664,285,10/11/2020,24,,,,1.19955,156.57,0.15657
50665,285.042,10/12/2020,1,,,,1.54895,53.697,0.053697
50666,285.083,10/12/2020,2,,,,1.1835,17.49495,0.01749495
50667,285.125,10/12/2020,3,,,,0.9857,9.1797,0.0091797
50668,285.167,10/12/2020,4,,,,0.8074,-25.27935,-0.02527935
50669,285.208,10/12/2020,5,,,,0.695425,-39.639,-0.039639
50670,285.25,10/12/2020,6,,,,0.82962,44.6262,0.0446262
50671,285.292,10/12/2020,7,,,,0.91357,15.9695,0.0159695
50672,285.333,10/12/2020,8,0.6094,213.625,0.213625,-1.33815,213.625,0.213625
50673,285.375,10/12/2020,9,0.209193,249.895,0.249895,0.209193,249.895,0.249895
50674,285.417,10/12/2020,10,-0.0541,239.97,0.23997,-0.0541,239.97,0.23997
50675,285.458,10/12/2020,11,-1.167785,254.01,0.25401,-1.167785,254.01,0.25401
50676,285.5,10/12/2020,12,0.357226,217.54,0.21754,-0.16597,267.985,0.267985
50677,285.542,10/12/2020,13,-0.5493,315.46,0.31546,-0.5493,315.46,0.31546
50678,285.583,10/12/2020,14,-0.418905,313.32,0.31332,-0.418905,313.32,0.31332
50679,285.625,10/12/2020,15,-0.36564,344.265,0.344265,-0.36564,344.265,0.344265
50680,285.667,10/12/2020,16,0.0118765,327.91,0.32791,0.0118765,327.91,0.32791
50681,285.708,10/12/2020,17,0.42613,339.205,0.339205,0.42613,339.205,0.339205
50682,285.75,10/12/2020,18,1.21125,320.125,0.320125,1.21125,320.125,0.320125
50683,285.792,10/12/2020,19,0.801255,275.93,0.27593,1.020735,190.48,0.19048
50684,285.833,10/12/2020,20,1.5454,310.65,0.31065,1.5454,310.65,0.31065
50685,285.875,10/12/2020,21,1.75805,306.815,0.306815,1.75805,306.815,0.306815
50686,285.917,10/12/2020,22,,,,1.38385,94.65025,0.09465025
50687,285.958,10/12/2020,23,,,,-0.07245,40.192,0.040192
50688,286,10/12/2020,24,-5.0211,,,-3.883985,17.4005,0.0174005
50689,286.042,10/13/2020,1,-1.83755,129.895,0.129895,1.26741,129.895,0.129895
50690,286.083,10/13/2020,2,2.3643,139.975,0.139975,2.3643,139.975,0.139975
50691,286.125,10/13/2020,3,2.5918,88.0235,0.0880235,2.5918,88.0235,0.0880235
50692,286.167,10/13/2020,4,2.2539,113.185,0.113185,2.2539,113.185,0.113185
50693,286.208,10/13/2020,5,1.095315,85.381,0.085381,1.095315,85.381,0.085381
50694,286.25,10/13/2020,6,1.73287,95.228,0.095228,2.255145,40.5825,0.0405825
50695,286.292,10/13/2020,7,-1.5374,,,-0.53297,-5.2348,-0.0052348
50696,286.333,10/13/2020,8,1.29863,,,-1.5589,45.503,0.045503
50697,286.375,10/13/2020,9,-0.20776,,,-2.51805,51.001,0.051001
50698,286.417,10/13/2020,10,-0.571605,,,-1.7762,44.3315,0.0443315
50699,286.458,10/13/2020,11,0.3814,101.774,0.101774,-1.5602,101.774,0.101774
50700,286.5,10/13/2020,12,-0.63924,148.61,0.14861,-1.46517,126.25,0.12625
50701,286.542,10/13/2020,13,-0.504395,126.36,0.12636,-0.504395,126.36,0.12636
50702,286.583,10/13/2020,14,-0.712005,104.1095,0.1041095,-0.712005,104.1095,0.1041095
50703,286.625,10/13/2020,15,-0.81678,98.402,0.098402,-0.81678,98.402,0.098402
50704,286.667,10/13/2020,16,-0.49859,99.722,0.099722,-0.49859,99.722,0.099722
50705,286.708,10/13/2020,17,-0.0283061,88.445,0.088445,-0.0283061,88.445,0.088445
50706,286.75,10/13/2020,18,0.054397,123.71,0.12371,-0.1798015,93.539,0.093539
50707,286.792,10/13/2020,19,,,,0.915855,38.7615,0.0387615
50708,286.833,10/13/2020,20,,,,0.804125,-19.53685,-0.01953685
50709,286.875,10/13/2020,21,3.300005,277.375,0.277375,0.971905,277.375,0.277375
50710,286.917,10/13/2020,22,0.89008,235.91,0.23591,0.89008,235.91,0.23591
50711,286.958,10/13/2020,23,1.63505,286.92,0.28692,1.63505,286.92,0.28692
50712,287,10/13/2020,24,0.665175,260.635,0.260635,0.665175,260.635,0.260635
50713,287.042,10/14/2020,1,0.8046375,142.405,0.142405,0.8046375,142.405,0.142405
50714,287.083,10/14/2020,2,0.991565,121.1,0.1211,0.991565,121.1,0.1211
50715,287.125,10/14/2020,3,1.658,129.725,0.129725,1.658,129.725,0.129725
50716,287.167,10/14/2020,4,,,,0.88272,43.7125,0.0437125
50717,287.208,10/14/2020,5,2.3003,,,0.61754,46.8615,0.0468615
50718,287.25,10/14/2020,6,1.5033,,,0.603545,49.1365,0.0491365
50719,287.292,10/14/2020,7,,,,0.49349,-17.84637,-0.01784637
50720,287.333,10/14/2020,8,3.388,,,-1.02591,158.59,0.15859
50721,287.375,10/14/2020,9,-0.36073,,,-1.6962,141.665,0.141665
50722,287.417,10/14/2020,10,-2.60005,,,-2.14915,113.92,0.11392
50723,287.458,10/14/2020,11,-2.5157,163.25,0.16325,-2.248,140.965,0.140965
50724,287.5,10/14/2020,12,-1.528795,155.085,0.155085,-1.528795,155.085,0.155085
50725,287.542,10/14/2020,13,-0.45972,,,-1.2797,178.875,0.178875
50726,287.583,10/14/2020,14,-0.17947,,,-0.901165,210.555,0.210555
50727,287.625,10/14/2020,15,-1.678165,113.75,0.11375,-1.678165,100.0965,0.1000965
50728,287.667,10/14/2020,16,-0.073923,208.96,0.20896,-0.073923,179.18,0.17918
50729,287.708,10/14/2020,17,-0.12589,224.085,0.224085,-0.12589,224.085,0.224085
50730,287.75,10/14/2020,18,1.469355,244.435,0.244435,0.43179885,244.435,0.244435
50731,287.792,10/14/2020,19,1.59165,311.845,0.311845,1.59165,311.845,0.311845
50732,287.833,10/14/2020,20,1.9552,297.635,0.297635,1.9552,297.635,0.297635
50733,287.875,10/14/2020,21,2.1837,380.8,0.3808,2.1837,380.8,0.3808
50734,287.917,10/14/2020,22,2.4993,369.785,0.369785,2.4993,369.785,0.369785
50735,287.958,10/14/2020,23,2.2379,338.575,0.338575,2.2379,338.575,0.338575
50736,288,10/14/2020,24,,,,0.48597,135.275,0.135275
50737,288.042,10/15/2020,1,,,,1.2363,148.4,0.1484
50738,288.083,10/15/2020,2,,,,1.1802,165.53,0.16553
50739,288.125,10/15/2020,3,,,,1.0854,121.605,0.121605
50740,288.167,10/15/2020,4,,,,0.85472,44.189,0.044189
50741,288.208,10/15/2020,5,,,,0.68727,16.616,0.016616
50742,288.25,10/15/2020,6,,,,0.573915,-9.3312,-0.0093312
50743,288.292,10/15/2020,7,,,,0.538895,-42.3595,-0.0423595
50744,288.333,10/15/2020,8,,,,-1.33745,21.7595,0.0217595
50745,288.375,10/15/2020,9,,,,-1.7483,28.047,0.028047
50746,288.417,10/15/2020,10,,,,-2.8351,36.1875,0.0361875
50747,288.458,10/15/2020,11,,,,-6.19905,10.35935,0.01035935
50748,288.5,10/15/2020,12,,,,-10.5825,4.36375,0.00436375
50749,288.542,10/15/2020,13,,,,-11.1945,4.7843,0.0047843
50750,288.583,10/15/2020,14,,,,-4.5463,0.03645,3.65E-05
50751,288.625,10/15/2020,15,,,,-6.60475,15.8595,0.0158595
50752,288.667,10/15/2020,16,,,,-2.6822,27.5695,0.0275695
50753,288.708,10/15/2020,17,,,,-1.4566,37.252,0.037252
50754,288.75,10/15/2020,18,,,,0.035005,38.6685,0.0386685
50755,288.792,10/15/2020,19,,,,-0.5266,46.3415,0.0463415
50756,288.833,10/15/2020,20,,,,-1.550135,86.0095,0.0860095
50757,288.875,10/15/2020,21,,,,-5.815,145.015,0.145015
